G5,G1,1
G1,G5,1
G8,G6,0.538368958600237
G6,G8,0.538368958600237
G4,G3,0.378250865622731
G3,G4,0.378250865622731
G3,G2,0.306248885695555
G2,G3,0.306248885695555
G7,G3,0.305436635231159
G3,G7,0.305436635231159
G9,G5,0.275555545927576
G5,G9,0.275555545927576
G9,G7,0.253221927513487
G7,G9,0.253221927513487
G6,G4,0.214546947599676
G4,G6,0.214546947599676
G8,G5,0.187083294076425
G5,G8,0.187083294076425
G9,G2,0.170814478475875
G2,G9,0.170814478475875
G10,G1,0.0897380206711164
G1,G10,0.0897380206711164
