G84,G4,1
G8,G4,0.999999847188334
G1,G4,0.999985116851051
G21,G4,0.999966517991771
G53,G59,0.995477508565232
G55,G59,0.995477311628113
G51,G59,0.995477182869654
G40,G59,0.995413913022674
G5,G4,0.992536410054551
G56,G59,0.99095183425452
G94,G50,0.990874374336906
G41,G50,0.99083433640235
G85,G50,0.990664088500335
G49,G50,0.989022625703847
G54,G50,0.976847585189185
G64,G31,0.812198603689054
G71,G31,0.812115675396735
G32,G31,0.81202326939501
G69,G31,0.811671653276279
G14,G99,0.807611583518982
G15,G99,0.807607442889365
G10,G99,0.807278699589008
G66,G99,0.802579205092464
G56,G40,0.783384432986253
G7,G75,0.783269837562611
G61,G75,0.783138554045801
G74,G75,0.782795255475427
G60,G40,0.777534079767132
G52,G57,0.774874755592034
G67,G57,0.774707677194898
G27,G40,0.768399420123842
G39,G40,0.765554247106034
G26,G57,0.76533381961628
G78,G82,0.754206109693245
G95,G82,0.754200092331263
G34,G82,0.754042866357385
G30,G75,0.740341771760175
G98,G57,0.72587630618483
G27,G82,0.638739649467244
G49,G94,0.620986172468132
G50,G94,0.620968618635096
G30,G94,0.619313929275871
G38,G48,0.617629295659008
G42,G48,0.617627834085746
G6,G48,0.617538675655982
G92,G36,0.613910570442629
G48,G38,0.61384233763437
G47,G36,0.613832607417497
G22,G38,0.613793858760236
G79,G38,0.612367306394668
G70,G36,0.602441046629404
G90,G43,0.590690902873588
G98,G43,0.588506744210827
G72,G24,0.563498009989925
G58,G24,0.5634818103532
G91,G43,0.562321358792781
G9,G24,0.493205987833634
G3,G1,0.431552201391609
G5,G1,0.431531406538338
G83,G8,0.427217293200577
G2,G8,0.427187022995794
G4,G84,0.419783968531589
G29,G84,0.419775815309778
G28,G33,0.41702806626051
G11,G33,0.416972802770751
G100,G35,0.416023215433673
G37,G35,0.41598856269303
G63,G46,0.415877091811148
G20,G46,0.415875919832519
G87,G88,0.414959878678268
G97,G88,0.414958332170748
G44,G73,0.4149456134612
G18,G73,0.414943052659852
G60,G45,0.414679916674599
G75,G61,0.41455800062458
G26,G61,0.414512834240781
G45,G90,0.414374523456339
G43,G90,0.414371833420736
G90,G45,0.414308504825939
G99,G14,0.414096874658016
G77,G14,0.413888759193702
G82,G95,0.413752185764992
G46,G95,0.413410744734894
G68,G47,0.412830693723811
G36,G47,0.412780952204919
G13,G19,0.411443445619694
G31,G64,0.410626106085377
G19,G13,0.41036313821952
G17,G19,0.409534526406664
G16,G13,0.408489702272891
G9,G64,0.405159774570599
G73,G44,0.402539666086224
G93,G44,0.38863115682861
G61,G26,0.313238293741423
G76,G26,0.239754579358168
G39,G42,0.22836473455123
G59,G55,0.227960011052977
G46,G63,0.220966938629901
G66,G12,0.21801597525161
G35,G100,0.217691629154566
G12,G86,0.21768229395482
G86,G62,0.216709982604472
G65,G96,0.215530090027567
G24,G72,0.212619083653163
G54,G3,0.212506509849992
G62,G66,0.212062477486079
G25,G41,0.211618105702146
G80,G2,0.211322219424954
G96,G65,0.210335058636953
G23,G58,0.210159934383635
G70,G85,0.210024238532616
G33,G28,0.209988641815077
G63,G78,0.209758562596895
G81,G34,0.20973316600817
G57,G52,0.209686633531933
G88,G97,0.209573352860053
G89,G71,0.2072388063073
G71,G80,0.204233353456058
G76,G56,0.182791690780154
G2,G4,0.157031788234333
G80,G31,0.144741668550963
G96,G36,0.143711411310359
G45,G94,0.137846670108673
G63,G82,0.114541094336774
G4,G8,0.102413505707333
G52,G75,0.0987973912956772
G8,G1,0.0980754795811139
G44,G48,0.0970175353836037
G90,G40,0.095765430787545
G58,G31,0.0847150362643616
G56,G57,0.0768143024965975
G46,G82,0.0765403744521636
G1,G84,0.0761543202103555
G55,G57,0.0738090791516464
G97,G40,0.0737748640687544
G83,G1,0.0718345849274277
G86,G59,0.0688002272020031
G100,G59,0.0679081149117509
G3,G4,0.0640503215993594
G22,G48,0.0629255909109115
G92,G75,0.0625602363755999
G4,G1,0.0609121748034345
G42,G38,0.0599432123233921
G87,G36,0.058022340139777
G62,G59,0.057674992833001
G97,G43,0.0575474338086058
G57,G75,0.0571207782956445
G95,G46,0.0563948121580483
G1,G8,0.0553955885766123
G73,G48,0.0552054350838002
G53,G55,0.0550370103949857
G28,G57,0.0533337817606946
G14,G33,0.0528070944578824
G51,G57,0.0520558191376968
G22,G40,0.0503544084839757
G83,G4,0.0501849690264824
G48,G42,0.0497434125051153
G78,G63,0.0493662124320508
G84,G1,0.0490936834967621
G43,G40,0.0484672412863476
G29,G4,0.0479335958002104
G23,G75,0.0477928066775299
G13,G33,0.0465883476411224
G60,G38,0.0459219120571985
G39,G82,0.045555389042783
G43,G48,0.045106102867091
G68,G36,0.0446302670260836
G41,G59,0.0440240657036653
G28,G75,0.0436290251857719
G67,G88,0.0433751449720892
G36,G57,0.0420250729276432
G51,G55,0.0417142841493204
G85,G94,0.041544896552154
G80,G71,0.0414715006423665
G54,G94,0.0408268908300776
G55,G40,0.0406496106266795
G23,G50,0.0403983148815427
G85,G4,0.0400530553801902
G36,G59,0.04002166937324
G63,G95,0.0397479139343095
G33,G31,0.0397289184337644
G23,G57,0.039568944085128
G42,G44,0.0393662148298573
G42,G73,0.0393234600229863
G70,G4,0.038179469574142
G12,G59,0.0380762255715297
G26,G75,0.0380492265385064
G21,G33,0.0379048900493811
G47,G40,0.037438534829804
G38,G42,0.0367908355981688
G13,G47,0.0362534720702711
G66,G62,0.0361984265653935
G45,G40,0.0361461629517849
G70,G75,0.0360021867258022
G44,G42,0.0353927540759105
G6,G38,0.0352160833226713
G60,G43,0.0351419696209645
G81,G59,0.0348041883754101
G65,G36,0.0343432803152173
G78,G46,0.034277525971972
G51,G40,0.0341705301900165
G67,G36,0.0338981520082926
G83,G96,0.0338896741928847
G5,G50,0.0338561338025313
G56,G36,0.0331056990756658
G67,G59,0.032989925971816
G51,G75,0.0326444673148769
G5,G8,0.0324439210570788
G86,G12,0.0323653484619565
G62,G86,0.0322483465165226
G59,G100,0.0321797384800072
G90,G94,0.0320942819923352
G10,G75,0.0320782061208871
G62,G12,0.0319499899677866
G58,G50,0.0319424785079441
G82,G46,0.0319385413881286
G65,G82,0.0319109868134441
G77,G50,0.0318462108792355
G33,G13,0.0312091110516071
G68,G57,0.0312006010372353
G53,G57,0.0311783031416655
G72,G14,0.0310447923536232
G45,G50,0.0309215287452557
G92,G61,0.0309206069835925
G55,G75,0.0306033599940306
G83,G31,0.0305475698487485
G98,G50,0.030491806059597
G18,G44,0.0304834908479921
G94,G82,0.0302893998035822
G32,G4,0.0302230927002041
G86,G100,0.0301900308572961
G24,G82,0.0301372022825025
G73,G42,0.0298486545349259
G32,G64,0.0296618012027603
G47,G57,0.0296537604864482
G54,G4,0.02941465695418
G28,G31,0.0287308868872592
G21,G84,0.0287099495041525
G79,G99,0.0286191403814057
G15,G48,0.0284361676652241
G23,G45,0.0284075531012442
G59,G35,0.0284071831666173
G37,G13,0.0283463327877965
G68,G40,0.0282896394453983
G56,G47,0.0278178977101692
G22,G24,0.027633741255419
G43,G50,0.0276198937418619
G3,G84,0.0268559877596202
G84,G8,0.0268440777029069
G57,G26,0.0268401845450579
G40,G43,0.0268284014573363
G79,G24,0.0267325029880835
G11,G13,0.0267321085177076
G59,G86,0.0267155137727574
G61,G57,0.026486540310566
G6,G4,0.026011435369746
G41,G35,0.0258794741974873
G36,G75,0.025772310324792
G92,G47,0.0256524131309637
G74,G57,0.0255576394169823
G54,G57,0.0254921372252228
G69,G24,0.0254060376004498
G80,G99,0.0251554223257887
G29,G31,0.0249476633421034
G79,G48,0.0248771210554814
G92,G99,0.0247811100341215
G75,G26,0.024732908976986
G47,G43,0.0245355531714709
G18,G33,0.0244159626443658
G20,G63,0.0244035533209831
G69,G64,0.0240827603170232
G80,G64,0.0239456048383664
G43,G46,0.0237316110009012
G74,G44,0.0236986113819549
G18,G75,0.0234296951412942
G15,G38,0.0233636812878964
G7,G24,0.0230995486268181
G8,G84,0.0230888400401316
G21,G46,0.0230606614053779
G39,G24,0.0230543567196501
G1,G3,0.022989321061342
G33,G46,0.0229445349011924
G53,G40,0.0229023840722312
G2,G31,0.0226639297728153
G29,G24,0.0226300457653678
G40,G57,0.0225884258133929
G70,G8,0.0225663454437336
G71,G64,0.0224625341095845
G59,G62,0.0224071794042284
G76,G59,0.0219464125555921
G6,G44,0.0219327298096345
G26,G55,0.0217988383220266
G43,G24,0.0217733967332831
G58,G72,0.0217505731631807
G23,G38,0.0217321769906914
G87,G50,0.0216103865417456
G28,G46,0.0212829182026272
G13,G57,0.0209523241693906
G46,G43,0.0208412728105796
G87,G75,0.0208330518157778
G35,G59,0.0207860422004908
G20,G95,0.0206034597256602
G40,G55,0.0205617902916143
G54,G14,0.0205524832197737
G31,G99,0.0204988238104124
G7,G40,0.020313592660419
G68,G75,0.0202805333341944
G15,G82,0.0201393861341229
G48,G24,0.0201058481815327
G60,G90,0.0200467738392697
G92,G96,0.0200404603602852
G14,G50,0.0199069134082196
G12,G62,0.0198051243369954
G26,G46,0.0197644752610576
G47,G59,0.0196615448538094
G97,G50,0.0196455715295655
G50,G41,0.0196348633162728
G69,G50,0.0196292038183806
G19,G57,0.0196093770746629
G74,G59,0.0195323038738157
G77,G94,0.0195322733957968
G71,G99,0.0194261203597036
G52,G13,0.019410153371673
G38,G24,0.0193851065673144
G36,G40,0.0193543905813451
G9,G31,0.0192089073512764
G25,G50,0.0189743122351454
G12,G41,0.0189626631790272
G88,G36,0.0189571415773786
G85,G36,0.018945061828111
G51,G56,0.0188971459122909
G60,G59,0.0188715268488764
G97,G94,0.0188633656200334
G31,G80,0.0188263232247411
G90,G50,0.0187236466821466
G29,G50,0.0187146105388028
G74,G73,0.0186554528626355
G16,G4,0.0186442449486437
G47,G75,0.0184978815890064
G12,G31,0.0184799633246118
G20,G82,0.0184731424198724
G25,G40,0.0183804637913549
G25,G59,0.0183624768971891
G30,G57,0.01826926508573
G5,G36,0.0182147565086409
G11,G19,0.0181130817633206
G57,G40,0.0180804070628665
G88,G40,0.0180301100598662
G69,G14,0.0178407834308289
G17,G40,0.017748702527259
G66,G86,0.0177204363057687
G26,G59,0.0176615757901741
G93,G99,0.0176409285004072
